VarName,Value
D_Arr[a13],0.0
D_Arr[a14],0.0
D_Arr[a15],0.0
D_Arr[a16],0.0
D_Arr[a17],0.0
D_Arr[a18],0.0
D_Arr[a19],0.0
D_Arr[a20],-3.3470280437069022e-12
D_Arr[a21],0.0
D_Arr[a22],0.0
D_Arr[a23],0.0
D_Arr[a24],0.0
D_Arr[a25],0.0
D_Arr[a26],0.0
D_Arr[a27],0.0
D_Arr[a28],0.0
D_Arr[a29],0.0
D_Arr[a30],0.0
D_Arr[a31],-3.377315547871095e-12
D_Arr[a32],0.0
D_Arr[a33],0.0
D_Arr[a34],0.0
D_Arr[a35],0.0
D_Dep[a01],0.0
D_Dep[a02],0.0
D_Dep[a03],0.0
D_Dep[a04],0.0
D_Dep[a05],0.0
D_Dep[a06],0.0
D_Dep[a07],0.0
D_Dep[a08],0.0
D_Dep[a09],0.0
D_Dep[a10],0.0
D_Dep[a11],0.0
D_Dep[a12],0.0
D_Dep[a13],0.0
D_Dep[a14],0.0
D_Dep[a15],0.0
D_Dep[a16],0.0
D_Dep[a17],0.0
D_Dep[a18],0.0
D_Dep[a19],0.0
D_Dep[a20],0.0
D_Dep[a21],0.0
D_Dep[a22],0.0
D_Dep[a23],0.0
D_Dep[a24],0.0
D_Dep[a25],0.0
D_Dep[a26],0.0
D_Dep[a27],0.0
D_Dep[a28],0.0
D_Dep[a29],0.0
D_Dep[a30],0.0
D_Dep[a31],0.0
D_Dep[a32],0.0
D_Dep[a33],0.0
D_Dep[a34],0.0
D_Dep[a35],0.0
Accept[a01],1.0
Accept[a02],1.0
Accept[a03],1.0
Accept[a04],1.0
Accept[a05],1.0
Accept[a06],1.0
Accept[a07],1.0
Accept[a08],1.0
Accept[a09],1.0
Accept[a10],1.0
Accept[a11],1.0
Accept[a12],1.0
Accept[a13],1.0
Accept[a14],1.0
Accept[a15],1.0
Accept[a16],1.0
Accept[a17],1.0
Accept[a18],1.0
Accept[a19],1.0
Accept[a20],1.0
Accept[a21],1.0
Accept[a22],1.0
Accept[a23],1.0
Accept[a24],1.0
Accept[a25],1.0
Accept[a26],1.0
Accept[a27],1.0
Accept[a28],1.0
Accept[a29],1.0
Accept[a30],1.0
Accept[a31],1.0
Accept[a32],1.0
Accept[a33],1.0
Accept[a34],1.0
Accept[a35],1.0
"Right[a01,a01]",0.0
"Right[a01,a02]",1.0
"Right[a01,a03]",1.0
"Right[a01,a04]",1.0
"Right[a01,a05]",0.0
"Right[a01,a06]",0.0
"Right[a01,a07]",0.0
"Right[a01,a08]",0.0
"Right[a01,a09]",0.0
"Right[a01,a10]",0.0
"Right[a01,a11]",0.0
"Right[a01,a12]",0.0
"Right[a01,a13]",0.0
"Right[a01,a14]",0.0
"Right[a01,a15]",1.0
"Right[a01,a16]",0.0
"Right[a01,a17]",0.0
"Right[a01,a18]",0.0
"Right[a01,a19]",0.0
"Right[a01,a20]",0.0
"Right[a01,a21]",1.0
"Right[a01,a22]",1.0
"Right[a01,a23]",0.0
"Right[a01,a24]",0.0
"Right[a01,a25]",0.0
"Right[a01,a26]",0.0
"Right[a01,a27]",0.0
"Right[a01,a28]",1.0
"Right[a01,a29]",0.0
"Right[a01,a30]",0.0
"Right[a01,a31]",1.0
"Right[a01,a32]",0.0
"Right[a01,a33]",0.0
"Right[a01,a34]",0.0
"Right[a01,a35]",0.0
"Right[a02,a01]",0.0
"Right[a02,a02]",0.0
"Right[a02,a03]",0.0
"Right[a02,a04]",0.0
"Right[a02,a05]",0.0
"Right[a02,a06]",0.0
"Right[a02,a07]",0.0
"Right[a02,a08]",0.0
"Right[a02,a09]",0.0
"Right[a02,a10]",0.0
"Right[a02,a11]",0.0
"Right[a02,a12]",0.0
"Right[a02,a13]",0.0
"Right[a02,a14]",0.0
"Right[a02,a15]",0.0
"Right[a02,a16]",0.0
"Right[a02,a17]",0.0
"Right[a02,a18]",0.0
"Right[a02,a19]",0.0
"Right[a02,a20]",0.0
"Right[a02,a21]",0.0
"Right[a02,a22]",0.0
"Right[a02,a23]",0.0
"Right[a02,a24]",0.0
"Right[a02,a25]",0.0
"Right[a02,a26]",0.0
"Right[a02,a27]",0.0
"Right[a02,a28]",0.0
"Right[a02,a29]",0.0
"Right[a02,a30]",0.0
"Right[a02,a31]",0.0
"Right[a02,a32]",0.0
"Right[a02,a33]",0.0
"Right[a02,a34]",0.0
"Right[a02,a35]",0.0
"Right[a03,a01]",0.0
"Right[a03,a02]",1.0
"Right[a03,a03]",0.0
"Right[a03,a04]",0.0
"Right[a03,a05]",0.0
"Right[a03,a06]",0.0
"Right[a03,a07]",0.0
"Right[a03,a08]",0.0
"Right[a03,a09]",0.0
"Right[a03,a10]",0.0
"Right[a03,a11]",0.0
"Right[a03,a12]",0.0
"Right[a03,a13]",0.0
"Right[a03,a14]",0.0
"Right[a03,a15]",0.0
"Right[a03,a16]",0.0
"Right[a03,a17]",0.0
"Right[a03,a18]",0.0
"Right[a03,a19]",0.0
"Right[a03,a20]",0.0
"Right[a03,a21]",0.0
"Right[a03,a22]",0.0
"Right[a03,a23]",0.0
"Right[a03,a24]",0.0
"Right[a03,a25]",0.0
"Right[a03,a26]",0.0
"Right[a03,a27]",0.0
"Right[a03,a28]",0.0
"Right[a03,a29]",0.0
"Right[a03,a30]",0.0
"Right[a03,a31]",0.0
"Right[a03,a32]",0.0
"Right[a03,a33]",0.0
"Right[a03,a34]",0.0
"Right[a03,a35]",0.0
"Right[a04,a01]",0.0
"Right[a04,a02]",1.0
"Right[a04,a03]",1.0
"Right[a04,a04]",0.0
"Right[a04,a05]",0.0
"Right[a04,a06]",0.0
"Right[a04,a07]",0.0
"Right[a04,a08]",0.0
"Right[a04,a09]",0.0
"Right[a04,a10]",0.0
"Right[a04,a11]",0.0
"Right[a04,a12]",0.0
"Right[a04,a13]",0.0
"Right[a04,a14]",0.0
"Right[a04,a15]",0.0
"Right[a04,a16]",0.0
"Right[a04,a17]",0.0
"Right[a04,a18]",0.0
"Right[a04,a19]",0.0
"Right[a04,a20]",0.0
"Right[a04,a21]",0.0
"Right[a04,a22]",0.0
"Right[a04,a23]",0.0
"Right[a04,a24]",0.0
"Right[a04,a25]",0.0
"Right[a04,a26]",0.0
"Right[a04,a27]",0.0
"Right[a04,a28]",0.0
"Right[a04,a29]",0.0
"Right[a04,a30]",0.0
"Right[a04,a31]",0.0
"Right[a04,a32]",0.0
"Right[a04,a33]",0.0
"Right[a04,a34]",0.0
"Right[a04,a35]",0.0
"Right[a05,a01]",0.0
"Right[a05,a02]",0.0
"Right[a05,a03]",0.0
"Right[a05,a04]",0.0
"Right[a05,a05]",0.0
"Right[a05,a06]",0.0
"Right[a05,a07]",0.0
"Right[a05,a08]",0.0
"Right[a05,a09]",0.0
"Right[a05,a10]",0.0
"Right[a05,a11]",0.0
"Right[a05,a12]",0.0
"Right[a05,a13]",4.1413300407446034e-07
"Right[a05,a14]",0.0
"Right[a05,a15]",0.0
"Right[a05,a16]",0.0
"Right[a05,a17]",0.0
"Right[a05,a18]",0.0
"Right[a05,a19]",0.0
"Right[a05,a20]",0.0
"Right[a05,a21]",0.0
"Right[a05,a22]",0.0
"Right[a05,a23]",0.0
"Right[a05,a24]",0.0
"Right[a05,a25]",1.0
"Right[a05,a26]",0.0
"Right[a05,a27]",0.0
"Right[a05,a28]",0.0
"Right[a05,a29]",0.0
"Right[a05,a30]",0.0
"Right[a05,a31]",0.0
"Right[a05,a32]",0.0
"Right[a05,a33]",0.0
"Right[a05,a34]",0.0
"Right[a05,a35]",1.0
"Right[a06,a01]",0.0
"Right[a06,a02]",0.0
"Right[a06,a03]",0.0
"Right[a06,a04]",0.0
"Right[a06,a05]",0.0
"Right[a06,a06]",0.0
"Right[a06,a07]",0.0
"Right[a06,a08]",0.0
"Right[a06,a09]",-0.0
"Right[a06,a10]",0.0
"Right[a06,a11]",0.0
"Right[a06,a12]",0.0
"Right[a06,a13]",0.0
"Right[a06,a14]",0.0
"Right[a06,a15]",0.0
"Right[a06,a16]",-0.0
"Right[a06,a17]",0.0
"Right[a06,a18]",0.0
"Right[a06,a19]",0.0
"Right[a06,a20]",0.0
"Right[a06,a21]",0.0
"Right[a06,a22]",0.0
"Right[a06,a23]",0.0
"Right[a06,a24]",0.0
"Right[a06,a25]",0.0
"Right[a06,a26]",0.0
"Right[a06,a27]",-0.0
"Right[a06,a28]",0.0
"Right[a06,a29]",0.0
"Right[a06,a30]",-0.0
"Right[a06,a31]",0.0
"Right[a06,a32]",0.0
"Right[a06,a33]",-0.0
"Right[a06,a34]",-0.0
"Right[a06,a35]",0.0
"Right[a07,a01]",0.0
"Right[a07,a02]",0.0
"Right[a07,a03]",0.0
"Right[a07,a04]",0.0
"Right[a07,a05]",1.0
"Right[a07,a06]",0.0
"Right[a07,a07]",0.0
"Right[a07,a08]",0.0
"Right[a07,a09]",0.0
"Right[a07,a10]",0.0
"Right[a07,a11]",0.0
"Right[a07,a12]",0.0
"Right[a07,a13]",0.0
"Right[a07,a14]",0.0
"Right[a07,a15]",0.0
"Right[a07,a16]",1.0
"Right[a07,a17]",0.0
"Right[a07,a18]",1.0
"Right[a07,a19]",0.0
"Right[a07,a20]",0.0
"Right[a07,a21]",0.0
"Right[a07,a22]",0.0
"Right[a07,a23]",1.0
"Right[a07,a24]",0.0
"Right[a07,a25]",1.0
"Right[a07,a26]",0.0
"Right[a07,a27]",0.0
"Right[a07,a28]",0.0
"Right[a07,a29]",0.0
"Right[a07,a30]",0.0
"Right[a07,a31]",0.0
"Right[a07,a32]",1.0
"Right[a07,a33]",0.0
"Right[a07,a34]",0.0
"Right[a07,a35]",1.0
"Right[a08,a01]",0.0
"Right[a08,a02]",0.0
"Right[a08,a03]",0.0
"Right[a08,a04]",0.0
"Right[a08,a05]",0.0
"Right[a08,a06]",0.0
"Right[a08,a07]",0.0
"Right[a08,a08]",0.0
"Right[a08,a09]",0.0
"Right[a08,a10]",0.0
"Right[a08,a11]",9.656886424979535e-07
"Right[a08,a12]",-0.0
"Right[a08,a13]",0.0
"Right[a08,a14]",0.0
"Right[a08,a15]",0.0
"Right[a08,a16]",0.0
"Right[a08,a17]",0.0
"Right[a08,a18]",0.0
"Right[a08,a19]",0.0
"Right[a08,a20]",0.0
"Right[a08,a21]",0.0
"Right[a08,a22]",0.0
"Right[a08,a23]",0.0
"Right[a08,a24]",1.757943869409321e-07
"Right[a08,a25]",0.0
"Right[a08,a26]",0.0
"Right[a08,a27]",0.0
"Right[a08,a28]",0.0
"Right[a08,a29]",0.0
"Right[a08,a30]",0.0
"Right[a08,a31]",0.0
"Right[a08,a32]",0.0
"Right[a08,a33]",0.0
"Right[a08,a34]",0.0
"Right[a08,a35]",0.0
"Right[a09,a01]",0.0
"Right[a09,a02]",0.0
"Right[a09,a03]",0.0
"Right[a09,a04]",0.0
"Right[a09,a05]",0.0
"Right[a09,a06]",-0.0
"Right[a09,a07]",0.0
"Right[a09,a08]",0.0
"Right[a09,a09]",0.0
"Right[a09,a10]",0.0
"Right[a09,a11]",0.0
"Right[a09,a12]",0.0
"Right[a09,a13]",0.0
"Right[a09,a14]",0.0
"Right[a09,a15]",0.0
"Right[a09,a16]",-0.0
"Right[a09,a17]",0.0
"Right[a09,a18]",0.0
"Right[a09,a19]",0.0
"Right[a09,a20]",0.0
"Right[a09,a21]",0.0
"Right[a09,a22]",0.0
"Right[a09,a23]",0.0
"Right[a09,a24]",0.0
"Right[a09,a25]",0.0
"Right[a09,a26]",0.0
"Right[a09,a27]",0.0
"Right[a09,a28]",0.0
"Right[a09,a29]",0.0
"Right[a09,a30]",-0.0
"Right[a09,a31]",0.0
"Right[a09,a32]",0.0
"Right[a09,a33]",-0.0
"Right[a09,a34]",-0.0
"Right[a09,a35]",0.0
"Right[a10,a01]",0.0
"Right[a10,a02]",0.0
"Right[a10,a03]",0.0
"Right[a10,a04]",0.0
"Right[a10,a05]",0.0
"Right[a10,a06]",0.0
"Right[a10,a07]",0.0
"Right[a10,a08]",1.0
"Right[a10,a09]",0.0
"Right[a10,a10]",0.0
"Right[a10,a11]",1.0
"Right[a10,a12]",0.9999986864247544
"Right[a10,a13]",0.0
"Right[a10,a14]",1.0
"Right[a10,a15]",0.0
"Right[a10,a16]",0.0
"Right[a10,a17]",0.0
"Right[a10,a18]",0.0
"Right[a10,a19]",0.0
"Right[a10,a20]",0.0
"Right[a10,a21]",0.0
"Right[a10,a22]",0.0
"Right[a10,a23]",0.0
"Right[a10,a24]",-0.0
"Right[a10,a25]",0.0
"Right[a10,a26]",1.0
"Right[a10,a27]",0.0
"Right[a10,a28]",0.0
"Right[a10,a29]",0.0
"Right[a10,a30]",0.0
"Right[a10,a31]",0.0
"Right[a10,a32]",0.0
"Right[a10,a33]",0.0
"Right[a10,a34]",0.0
"Right[a10,a35]",0.0
"Right[a11,a01]",0.0
"Right[a11,a02]",0.0
"Right[a11,a03]",0.0
"Right[a11,a04]",0.0
"Right[a11,a05]",0.0
"Right[a11,a06]",0.0
"Right[a11,a07]",0.0
"Right[a11,a08]",0.9999998545597477
"Right[a11,a09]",0.0
"Right[a11,a10]",-0.0
"Right[a11,a11]",0.0
"Right[a11,a12]",-0.0
"Right[a11,a13]",0.0
"Right[a11,a14]",0.0
"Right[a11,a15]",0.0
"Right[a11,a16]",0.0
"Right[a11,a17]",0.0
"Right[a11,a18]",0.0
"Right[a11,a19]",0.0
"Right[a11,a20]",0.0
"Right[a11,a21]",0.0
"Right[a11,a22]",0.0
"Right[a11,a23]",0.0
"Right[a11,a24]",-0.0
"Right[a11,a25]",0.0
"Right[a11,a26]",0.9999998545597477
"Right[a11,a27]",0.0
"Right[a11,a28]",0.0
"Right[a11,a29]",0.0
"Right[a11,a30]",0.0
"Right[a11,a31]",0.0
"Right[a11,a32]",0.0
"Right[a11,a33]",0.0
"Right[a11,a34]",0.0
"Right[a11,a35]",0.0
"Right[a12,a01]",0.0
"Right[a12,a02]",0.0
"Right[a12,a03]",0.0
"Right[a12,a04]",0.0
"Right[a12,a05]",0.0
"Right[a12,a06]",0.0
"Right[a12,a07]",0.0
"Right[a12,a08]",1.0
"Right[a12,a09]",0.0
"Right[a12,a10]",1.3123252455321312e-06
"Right[a12,a11]",1.0
"Right[a12,a12]",0.0
"Right[a12,a13]",0.0
"Right[a12,a14]",1.0
"Right[a12,a15]",0.0
"Right[a12,a16]",0.0
"Right[a12,a17]",0.0
"Right[a12,a18]",0.0
"Right[a12,a19]",0.0
"Right[a12,a20]",0.0
"Right[a12,a21]",0.0
"Right[a12,a22]",0.0
"Right[a12,a23]",0.0
"Right[a12,a24]",1.0
"Right[a12,a25]",1.0
"Right[a12,a26]",1.0
"Right[a12,a27]",0.0
"Right[a12,a28]",0.0
"Right[a12,a29]",-0.0
"Right[a12,a30]",0.0
"Right[a12,a31]",0.0
"Right[a12,a32]",0.0
"Right[a12,a33]",0.0
"Right[a12,a34]",0.0
"Right[a12,a35]",0.0
"Right[a13,a01]",0.0
"Right[a13,a02]",0.0
"Right[a13,a03]",0.0
"Right[a13,a04]",0.0
"Right[a13,a05]",0.9999995846392181
"Right[a13,a06]",0.0
"Right[a13,a07]",0.0
"Right[a13,a08]",0.0
"Right[a13,a09]",0.0
"Right[a13,a10]",0.0
"Right[a13,a11]",0.0
"Right[a13,a12]",0.0
"Right[a13,a13]",0.0
"Right[a13,a14]",0.0
"Right[a13,a15]",0.0
"Right[a13,a16]",0.0
"Right[a13,a17]",0.0
"Right[a13,a18]",0.0
"Right[a13,a19]",0.0
"Right[a13,a20]",0.0
"Right[a13,a21]",0.0
"Right[a13,a22]",0.0
"Right[a13,a23]",0.0
"Right[a13,a24]",0.0
"Right[a13,a25]",1.0
"Right[a13,a26]",0.0
"Right[a13,a27]",0.0
"Right[a13,a28]",0.0
"Right[a13,a29]",-0.0
"Right[a13,a30]",0.0
"Right[a13,a31]",0.0
"Right[a13,a32]",0.0
"Right[a13,a33]",0.0
"Right[a13,a34]",0.0
"Right[a13,a35]",1.0
"Right[a14,a01]",0.0
"Right[a14,a02]",0.0
"Right[a14,a03]",0.0
"Right[a14,a04]",0.0
"Right[a14,a05]",0.0
"Right[a14,a06]",0.0
"Right[a14,a07]",0.0
"Right[a14,a08]",0.0
"Right[a14,a09]",0.0
"Right[a14,a10]",0.0
"Right[a14,a11]",0.0
"Right[a14,a12]",0.0
"Right[a14,a13]",0.0
"Right[a14,a14]",0.0
"Right[a14,a15]",0.0
"Right[a14,a16]",0.0
"Right[a14,a17]",0.0
"Right[a14,a18]",0.0
"Right[a14,a19]",0.0
"Right[a14,a20]",0.0
"Right[a14,a21]",0.0
"Right[a14,a22]",0.0
"Right[a14,a23]",0.0
"Right[a14,a24]",0.0
"Right[a14,a25]",0.9999994681063991
"Right[a14,a26]",0.9999994681063991
"Right[a14,a27]",0.0
"Right[a14,a28]",0.0
"Right[a14,a29]",0.0
"Right[a14,a30]",0.0
"Right[a14,a31]",0.0
"Right[a14,a32]",0.0
"Right[a14,a33]",0.0
"Right[a14,a34]",0.0
"Right[a14,a35]",0.0
"Right[a15,a01]",0.0
"Right[a15,a02]",0.0
"Right[a15,a03]",0.0
"Right[a15,a04]",0.0
"Right[a15,a05]",0.0
"Right[a15,a06]",0.0
"Right[a15,a07]",0.0
"Right[a15,a08]",0.0
"Right[a15,a09]",0.0
"Right[a15,a10]",0.0
"Right[a15,a11]",0.0
"Right[a15,a12]",0.0
"Right[a15,a13]",0.0
"Right[a15,a14]",0.0
"Right[a15,a15]",0.0
"Right[a15,a16]",0.0
"Right[a15,a17]",-0.0
"Right[a15,a18]",0.0
"Right[a15,a19]",-0.0
"Right[a15,a20]",-0.0
"Right[a15,a21]",-0.0
"Right[a15,a22]",-0.0
"Right[a15,a23]",0.0
"Right[a15,a24]",0.0
"Right[a15,a25]",0.0
"Right[a15,a26]",0.0
"Right[a15,a27]",0.0
"Right[a15,a28]",-0.0
"Right[a15,a29]",0.0
"Right[a15,a30]",0.0
"Right[a15,a31]",-0.0
"Right[a15,a32]",0.0
"Right[a15,a33]",0.0
"Right[a15,a34]",0.0
"Right[a15,a35]",0.0
"Right[a16,a01]",0.0
"Right[a16,a02]",0.0
"Right[a16,a03]",0.0
"Right[a16,a04]",0.0
"Right[a16,a05]",0.0
"Right[a16,a06]",-0.0
"Right[a16,a07]",0.0
"Right[a16,a08]",0.0
"Right[a16,a09]",1.0
"Right[a16,a10]",0.0
"Right[a16,a11]",0.0
"Right[a16,a12]",0.0
"Right[a16,a13]",0.0
"Right[a16,a14]",0.0
"Right[a16,a15]",0.0
"Right[a16,a16]",0.0
"Right[a16,a17]",0.0
"Right[a16,a18]",1.0
"Right[a16,a19]",0.0
"Right[a16,a20]",0.0
"Right[a16,a21]",0.0
"Right[a16,a22]",0.0
"Right[a16,a23]",1.0
"Right[a16,a24]",0.0
"Right[a16,a25]",0.0
"Right[a16,a26]",0.0
"Right[a16,a27]",-0.0
"Right[a16,a28]",0.0
"Right[a16,a29]",0.0
"Right[a16,a30]",0.0
"Right[a16,a31]",0.0
"Right[a16,a32]",0.0
"Right[a16,a33]",0.0
"Right[a16,a34]",1.0
"Right[a16,a35]",0.0
"Right[a17,a01]",0.0
"Right[a17,a02]",0.0
"Right[a17,a03]",0.0
"Right[a17,a04]",0.0
"Right[a17,a05]",0.0
"Right[a17,a06]",0.0
"Right[a17,a07]",0.0
"Right[a17,a08]",0.0
"Right[a17,a09]",0.0
"Right[a17,a10]",0.0
"Right[a17,a11]",0.0
"Right[a17,a12]",0.0
"Right[a17,a13]",0.0
"Right[a17,a14]",0.0
"Right[a17,a15]",-0.0
"Right[a17,a16]",0.0
"Right[a17,a17]",0.0
"Right[a17,a18]",0.0
"Right[a17,a19]",-0.0
"Right[a17,a20]",-0.0
"Right[a17,a21]",0.0
"Right[a17,a22]",0.0
"Right[a17,a23]",0.0
"Right[a17,a24]",0.0
"Right[a17,a25]",0.0
"Right[a17,a26]",0.0
"Right[a17,a27]",0.0
"Right[a17,a28]",0.0
"Right[a17,a29]",0.0
"Right[a17,a30]",0.0
"Right[a17,a31]",0.0
"Right[a17,a32]",0.0
"Right[a17,a33]",-0.0
"Right[a17,a34]",0.0
"Right[a17,a35]",0.0
"Right[a18,a01]",0.0
"Right[a18,a02]",0.0
"Right[a18,a03]",0.0
"Right[a18,a04]",0.0
"Right[a18,a05]",0.0
"Right[a18,a06]",0.0
"Right[a18,a07]",0.0
"Right[a18,a08]",0.0
"Right[a18,a09]",0.0
"Right[a18,a10]",0.0
"Right[a18,a11]",0.0
"Right[a18,a12]",0.0
"Right[a18,a13]",0.0
"Right[a18,a14]",0.0
"Right[a18,a15]",0.0
"Right[a18,a16]",0.0
"Right[a18,a17]",0.0
"Right[a18,a18]",0.0
"Right[a18,a19]",0.0
"Right[a18,a20]",0.0
"Right[a18,a21]",0.0
"Right[a18,a22]",0.0
"Right[a18,a23]",-0.0
"Right[a18,a24]",0.0
"Right[a18,a25]",0.0
"Right[a18,a26]",0.0
"Right[a18,a27]",0.0
"Right[a18,a28]",0.0
"Right[a18,a29]",0.0
"Right[a18,a30]",0.0
"Right[a18,a31]",0.0
"Right[a18,a32]",-0.0
"Right[a18,a33]",0.0
"Right[a18,a34]",0.0
"Right[a18,a35]",0.0
"Right[a19,a01]",0.0
"Right[a19,a02]",0.0
"Right[a19,a03]",0.0
"Right[a19,a04]",0.0
"Right[a19,a05]",0.0
"Right[a19,a06]",0.0
"Right[a19,a07]",0.0
"Right[a19,a08]",0.0
"Right[a19,a09]",0.0
"Right[a19,a10]",0.0
"Right[a19,a11]",0.0
"Right[a19,a12]",0.0
"Right[a19,a13]",0.0
"Right[a19,a14]",0.0
"Right[a19,a15]",1.0
"Right[a19,a16]",0.0
"Right[a19,a17]",1.0
"Right[a19,a18]",0.0
"Right[a19,a19]",0.0
"Right[a19,a20]",1.0
"Right[a19,a21]",1.0
"Right[a19,a22]",1.0
"Right[a19,a23]",0.0
"Right[a19,a24]",0.0
"Right[a19,a25]",0.0
"Right[a19,a26]",0.0
"Right[a19,a27]",0.0
"Right[a19,a28]",1.0
"Right[a19,a29]",0.0
"Right[a19,a30]",0.0
"Right[a19,a31]",1.0
"Right[a19,a32]",0.0
"Right[a19,a33]",1.0
"Right[a19,a34]",0.0
"Right[a19,a35]",0.0
"Right[a20,a01]",0.0
"Right[a20,a02]",0.0
"Right[a20,a03]",0.0
"Right[a20,a04]",0.0
"Right[a20,a05]",0.0
"Right[a20,a06]",0.0
"Right[a20,a07]",0.0
"Right[a20,a08]",0.0
"Right[a20,a09]",0.0
"Right[a20,a10]",0.0
"Right[a20,a11]",0.0
"Right[a20,a12]",0.0
"Right[a20,a13]",0.0
"Right[a20,a14]",0.0
"Right[a20,a15]",-0.0
"Right[a20,a16]",0.0
"Right[a20,a17]",-0.0
"Right[a20,a18]",0.0
"Right[a20,a19]",0.0
"Right[a20,a20]",0.0
"Right[a20,a21]",0.0
"Right[a20,a22]",-0.0
"Right[a20,a23]",0.0
"Right[a20,a24]",0.0
"Right[a20,a25]",0.0
"Right[a20,a26]",0.0
"Right[a20,a27]",0.0
"Right[a20,a28]",-0.0
"Right[a20,a29]",0.0
"Right[a20,a30]",0.0
"Right[a20,a31]",-0.0
"Right[a20,a32]",0.0
"Right[a20,a33]",0.0
"Right[a20,a34]",0.0
"Right[a20,a35]",0.0
"Right[a21,a01]",0.0
"Right[a21,a02]",0.0
"Right[a21,a03]",0.0
"Right[a21,a04]",0.0
"Right[a21,a05]",0.0
"Right[a21,a06]",0.0
"Right[a21,a07]",0.0
"Right[a21,a08]",0.0
"Right[a21,a09]",0.0
"Right[a21,a10]",0.0
"Right[a21,a11]",0.0
"Right[a21,a12]",0.0
"Right[a21,a13]",0.0
"Right[a21,a14]",0.0
"Right[a21,a15]",-0.0
"Right[a21,a16]",0.0
"Right[a21,a17]",0.0
"Right[a21,a18]",0.0
"Right[a21,a19]",0.0
"Right[a21,a20]",1.0
"Right[a21,a21]",0.0
"Right[a21,a22]",-0.0
"Right[a21,a23]",0.0
"Right[a21,a24]",0.0
"Right[a21,a25]",0.0
"Right[a21,a26]",0.0
