Aircraft,Accepted,Width,Length,ETA,Roll_In,X,Y,ServT,ETD,Roll_Out,D_Arr,D_Dep,Penalty_Reject,Penalty_ArrivalDelay,Penalty_DepartureDelay,Hangar_Width,Hangar_Length,StartDate
a23,1,0.0,0.0,821.0,821.0,5.0,5.0,170.0,1014.0,1007.1000000000004,0.0,0.0,7.48,19.0,17.0,150,100,2026-01-01 00:00
a24,1,0.0,0.0,1415.0,1415.0,15.0,5.0,142.0,1567.0,1557.0,0.0,0.0,7.32,10.0,10.0,150,100,2026-01-01 00:00
a25,1,0.0,0.0,1045.0,1045.0,5.0,5.0,245.0,1311.0,1290.0,0.0,0.0,9.84,30.0,17.0,150,100,2026-01-01 00:00
a26,1,0.0,0.0,1300.0,1300.0,5.0,5.0,104.0,1423.0,1404.0,0.0,0.0,8.97,10.0,11.0,150,100,2026-01-01 00:00
a27,1,0.0,0.0,546.0,546.0,20.0,5.0,199.0,753.0,750.0999999999985,0.0,0.0,7.45,14.0,15.0,150,100,2026-01-01 00:00
a28,1,0.0,0.0,98.0,98.0,15.806000000000012,5.0,240.0,350.0,345.09999999999854,0.0,0.0,9.25,33.0,17.0,150,100,2026-01-01 00:00
a29,1,0.0,0.0,1139.0,1139.0,10.0,5.0,198.0,1357.0,1337.0,0.0,0.0,7.390000000000001,9.0,16.0,150,100,2026-01-01 00:00
a30,1,0.0,0.0,565.0,565.0,10.0,10.0,65.0,640.0,630.0,0.0,0.0,3.42,5.0,3.0,150,100,2026-01-01 00:00
a31,1,0.0,0.0,154.0,154.0,15.0,10.0,111.0,273.0,265.0,0.0,0.0,6.86,12.0,15.0,150,100,2026-01-01 00:00
a32,1,0.0,0.0,920.0,920.0,15.0,5.0,20.0,959.0,940.0,0.0,0.0,6.44,10.0,7.0,150,100,2026-01-01 00:00
a33,1,0.0,0.0,470.0,470.0,10.0,5.0,150.0,639.0,630.1000000000004,0.0,0.0,4.44,10.0,11.0,150,100,2026-01-01 00:00
a34,1,0.0,0.0,574.0,574.0,5.0,5.0,197.0,791.0,783.1000000000004,0.0,0.0,14.93,31.0,39.0,150,100,2026-01-01 00:00
a35,1,0.0,0.0,1077.0,1077.0,15.0,5.0,108.0,1193.0,1185.0,0.0,0.0,7.37,15.0,16.0,150,100,2026-01-01 00:00
a36,1,0.0,0.0,876.0,876.0,5.0,15.0,54.0,940.0,930.0,0.0,0.0,6.6000000000000005,15.0,9.0,150,100,2026-01-01 00:00
a37,1,0.0,0.0,656.0,656.0,10.0,5.0,127.0,805.0,783.0,0.0,0.0,9.56,11.0,13.0,150,100,2026-01-01 00:00
a38,1,0.0,0.0,1150.0,1150.0,10.0,10.0,136.0,1303.0,1286.0,0.0,0.0,9.57,26.0,31.0,150,100,2026-01-01 00:00
a39,1,0.0,0.0,487.0,487.0,15.0,5.0,244.0,743.0,731.0,0.0,0.0,4.95,9.0,10.0,150,100,2026-01-01 00:00
a40,1,0.0,0.0,1099.0,1099.0,5.0,10.0,161.0,1283.0,1260.0,0.0,0.0,3.2600000000000002,4.0,3.0,150,100,2026-01-01 00:00
